Longitude,Latitude,Name,Province,Climate ID,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,Date,Station ID
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-1.0,,,1991-04-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,9.0,,,1991-04-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.3,,,1991-04-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.0,,,1991-04-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-04-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,11.5,,,1991-04-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,10.8,,,1991-04-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-2.5,,,1991-04-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-3.0,,,1991-05-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-2.0,,,1991-05-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.0,,,1991-05-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.5,,,1991-05-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.0,,,1991-05-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.5,,,1991-05-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,7.0,,,1991-05-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.8,,,1991-05-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.5,,,1991-05-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.0,,,1991-05-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.8,,,1991-05-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.5,,,1991-05-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.8,,,1991-05-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.3,,,1991-05-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,11.5,,,1991-05-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.0,,,1991-05-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,21.5,,,1991-05-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.0,,,1991-05-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.3,,,1991-05-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.5,,,1991-05-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,13.8,,,1991-05-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,13.0,,,1991-05-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.5,,,1991-05-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.5,,,1991-05-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-05-31 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.8,,,1991-06-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.8,,,1991-06-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.0,,,1991-06-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.3,,,1991-06-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.3,,,1991-06-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.3,,,1991-06-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.5,,,1991-06-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.8,,,1991-06-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.0,,,1991-06-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.3,,,1991-06-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.5,,,1991-06-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.5,,,1991-06-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.8,,,1991-06-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.5,,,1991-06-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.3,,,1991-06-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.0,,,1991-06-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,21.0,,,1991-06-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.8,,,1991-06-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.3,,,1991-06-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.5,,,1991-06-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-06-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.0,,,1991-07-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.5,,,1991-07-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.5,,,1991-07-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.8,,,1991-07-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,12.8,,,1991-07-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.8,,,1991-07-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.0,,,1991-07-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.5,,,1991-07-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.0,,,1991-07-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.8,,,1991-07-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.8,,,1991-07-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.5,,,1991-07-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.5,,,1991-07-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.5,,,1991-07-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.8,,,1991-07-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.0,,,1991-07-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.5,,,1991-07-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,13.8,,,1991-07-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,13.5,,,1991-07-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.5,,,1991-07-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-07-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.3,,,1991-07-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.5,,,1991-07-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.5,,,1991-07-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.3,,,1991-07-31 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.8,,,1991-08-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.3,,,1991-08-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.0,,,1991-08-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.3,,,1991-08-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.3,,,1991-08-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,22.8,,,1991-08-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,21.8,,,1991-08-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,22.8,,,1991-08-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.8,,,1991-08-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,19.3,,,1991-08-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,17.0,,,1991-08-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,21.5,,,1991-08-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,18.8,,,1991-08-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,14.8,,,1991-08-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,20.0,,,1991-08-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.3,,,1991-08-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,28.0,,,1991-08-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,23.8,,,1991-08-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,16.5,,,1991-08-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-08-31 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,12.8,,,1991-09-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,10.0,,,1991-09-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,9.0,,,1991-09-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,11.5,,,1991-09-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,9.3,,,1991-09-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,12.5,,,1991-09-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,13.0,,,1991-09-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,15.0,,,1991-09-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,12.0,,,1991-09-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.5,,,1991-09-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,5.0,,,1991-09-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.5,,,1991-09-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,9.0,,,1991-09-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,6.0,,,1991-09-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,10.5,,,1991-09-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,7.0,,,1991-09-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.5,,,1991-09-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-09-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,8.0,,,1991-09-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,11.8,,,1991-10-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,5.5,,,1991-10-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,7.5,,,1991-10-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,6.0,,,1991-10-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,8.5,,,1991-10-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,8.0,,,1991-10-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,3.0,,,1991-10-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,4.0,,,1991-10-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,6.5,,,1991-10-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-10-31 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-23 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-24 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-25 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-26 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-27 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-28 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-29 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-11-30 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-01 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-27.0,,,1991-12-02 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-24.0,,,1991-12-03 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-31.0,,,1991-12-04 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-05 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-06 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-07 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-08 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-13.5,,,1991-12-09 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-10 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-4.5,,,1991-12-11 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-2.5,,,1991-12-12 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-13 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-14 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-15 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-16 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-17 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-18 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-13.0,,,1991-12-19 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-20 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-21 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,,,,1991-12-22 00:00:00,4908
-96.18333333333334,50.06666666666667,NORTH JULIUS,MB,503B0MF,-12.5,,,1991-12-23 00:00:00,4908
